Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Segment,Region,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Revenue,Profit,Profit Margin %
CA-2023-102265,2024-05-14,2024-05-18,First Class,CU-1306,Corporate,Emea,Electronics,Smartphones,Smartphones Model 41,720.24,9,0.5,360.12,-44.73,-12.42
CA-2023-102266,2024-07-04,2024-07-05,Second Class,CU-1055,Corporate,Emea,Furniture,Sofas,Sofas Model 73,227.81,5,0.1,205.03,74.55,36.36
CA-2024-102267,2023-06-02,2023-06-06,Same Day,CU-1436,Corporate,Europe,Electronics,Laptops,Laptops Model 27,364.91,8,0.5,182.46,-15.18,-8.32
CA-2024-102268,2023-02-22,2023-02-26,First Class,CU-1074,Home Office,Europe,Furniture,Sofas,Sofas Model 69,566.3,10,0.0,566.3,115.21,20.34
CA-2023-102269,2023-11-17,2023-11-18,Standard Class,CU-1415,Consumer,Europe,Electronics,Accessories,Accessories Model 51,1395.33,2,0.0,1395.33,418.65,30.0
CA-2023-102270,2024-03-19,2024-03-20,First Class,CU-1044,Home Office,North America,Office Supplies,Pens,Pens Model 36,66.5,3,0.1,59.85,9.1,15.2
CA-2023-102271,2024-09-04,2024-09-10,Second Class,CU-1373,Consumer,Europe,Electronics,Tablets,Tablets Model 54,1721.03,4,0.1,1548.93,379.52,24.5
CA-2022-102272,2024-04-11,2024-04-12,Standard Class,CU-1464,Consumer,North America,Office Supplies,Paper,Paper Model 76,20.46,10,0.2,16.37,4.7,28.71
CA-2024-102273,2023-03-31,2023-04-05,Standard Class,CU-1372,Consumer,Asia-Pacific,Office Supplies,Paper,Paper Model 23,160.38,4,0.0,160.38,46.56,29.03
CA-2023-102274,2022-03-08,2022-03-11,Second Class,CU-1319,Home Office,North America,Office Supplies,Binders,Binders Model 7,277.42,4,0.5,138.71,-36.91,-26.61
CA-2023-102275,2022-04-01,2022-04-03,Same Day,CU-1201,Consumer,Emea,Office Supplies,Paper,Paper Model 66,237.72,2,0.0,237.72,48.61,20.45
CA-2024-102276,2023-10-13,2023-10-17,Standard Class,CU-1178,Home Office,Asia-Pacific,Furniture,Bookcases,Bookcases Model 99,741.2,1,0.0,741.2,167.95,22.66
CA-2022-102277,2022-03-17,2022-03-24,Standard Class,CU-1018,Corporate,Emea,Electronics,Smartphones,Smartphones Model 2,1751.63,7,0.1,1576.47,212.02,13.45
CA-2024-102278,2023-04-04,2023-04-09,First Class,CU-1071,Consumer,Emea,Office Supplies,Paper,Paper Model 96,95.99,7,0.2,76.79,22.09,28.77
CA-2023-102279,2024-01-22,2024-01-29,First Class,CU-1331,Consumer,North America,Furniture,Sofas,Sofas Model 55,770.51,2,0.2,616.41,116.68,18.93
CA-2023-102280,2024-06-09,2024-06-11,Second Class,CU-1209,Consumer,Latam,Office Supplies,Art Supplies,Art Supplies Model 86,201.7,1,0.0,201.7,56.76,28.14
CA-2023-102281,2024-06-19,2024-06-26,Second Class,CU-1235,Corporate,Europe,Office Supplies,Binders,Binders Model 24,130.41,7,0.1,117.37,32.03,27.29
CA-2024-102282,2023-06-12,2023-06-13,Second Class,CU-1229,Home Office,Latam,Electronics,Monitors,Monitors Model 42,504.21,9,0.5,252.1,-91.09,-36.13
CA-2024-102283,2023-07-05,2023-07-10,Standard Class,CU-1237,Corporate,Emea,Office Supplies,Binders,Binders Model 41,171.85,2,0.0,171.85,69.25,40.3
CA-2024-102284,2023-05-04,2023-05-08,Same Day,CU-1077,Corporate,Asia-Pacific,Office Supplies,Storage,Storage Model 49,92.43,9,0.0,92.43,20.92,22.63
CA-2023-102285,2024-09-09,2024-09-15,Standard Class,CU-1162,Consumer,North America,Office Supplies,Pens,Pens Model 16,233.1,2,0.1,209.79,70.19,33.46
CA-2024-102286,2023-08-20,2023-08-22,Standard Class,CU-1488,Consumer,Emea,Furniture,Sofas,Sofas Model 45,1222.01,9,0.2,977.61,204.78,20.95
CA-2024-102287,2022-04-27,2022-05-04,First Class,CU-1269,Corporate,North America,Electronics,Tablets,Tablets Model 100,278.46,10,0.0,278.46,117.35,42.14
CA-2024-102288,2023-12-22,2023-12-27,Same Day,CU-1287,Corporate,Asia-Pacific,Office Supplies,Storage,Storage Model 7,189.81,1,0.0,189.81,61.33,32.31
CA-2022-102289,2022-05-07,2022-05-08,Second Class,CU-1174,Home Office,North America,Electronics,Accessories,Accessories Model 51,1704.1,1,0.1,1533.69,540.93,35.27
CA-2024-102290,2024-02-12,2024-02-13,Same Day,CU-1338,Home Office,Emea,Furniture,Tables,Tables Model 24,326.87,4,0.1,294.18,71.45,24.29
CA-2022-102291,2023-10-12,2023-10-17,Standard Class,CU-1196,Consumer,North America,Electronics,Monitors,Monitors Model 82,552.02,3,0.0,552.02,145.93,26.44
CA-2023-102292,2023-10-29,2023-11-04,Same Day,CU-1071,Corporate,Emea,Furniture,Bookcases,Bookcases Model 31,757.4,5,0.0,757.4,220.26,29.08
CA-2023-102293,2023-05-22,2023-05-29,Standard Class,CU-1413,Home Office,Asia-Pacific,Furniture,Sofas,Sofas Model 85,1445.44,6,0.1,1300.9,284.05,21.83
CA-2023-102294,2022-09-19,2022-09-20,Same Day,CU-1277,Corporate,Europe,Furniture,Bookcases,Bookcases Model 33,1415.64,4,0.0,1415.64,567.54,40.09
CA-2022-102295,2022-10-15,2022-10-19,Same Day,CU-1458,Home Office,Emea,Office Supplies,Storage,Storage Model 46,278.61,9,0.0,278.61,83.62,30.01
CA-2023-102296,2023-06-03,2023-06-05,First Class,CU-1287,Home Office,Europe,Office Supplies,Pens,Pens Model 84,166.37,7,0.5,83.18,-7.99,-9.61
CA-2023-102297,2024-05-02,2024-05-06,Second Class,CU-1222,Corporate,Asia-Pacific,Office Supplies,Pens,Pens Model 31,50.51,8,0.1,45.46,14.67,32.27
CA-2023-102298,2022-01-05,2022-01-10,First Class,CU-1124,Consumer,Latam,Office Supplies,Art Supplies,Art Supplies Model 28,198.78,5,0.0,198.78,84.85,42.69
CA-2024-102299,2023-03-17,2023-03-22,First Class,CU-1443,Home Office,North America,Furniture,Chairs,Chairs Model 98,1113.68,5,0.0,1113.68,289.65,26.01
CA-2023-102300,2024-01-09,2024-01-10,Second Class,CU-1272,Corporate,Latam,Furniture,Tables,Tables Model 94,790.3,1,0.1,711.27,426.72,59.99
CA-2022-102301,2024-07-28,2024-08-04,Second Class,CU-1290,Consumer,Latam,Furniture,Tables,Tables Model 95,786.03,3,0.2,628.82,161.59,25.7
CA-2024-102302,2024-03-18,2024-03-21,Standard Class,CU-1123,Home Office,North America,Electronics,Monitors,Monitors Model 18,803.15,6,0.0,803.15,316.2,39.37
CA-2024-102303,2022-05-16,2022-05-22,Standard Class,CU-1153,Corporate,North America,Office Supplies,Binders,Binders Model 72,32.79,4,0.0,32.79,14.16,43.18
CA-2022-102304,2022-05-23,2022-05-27,First Class,CU-1395,Home Office,Europe,Electronics,Monitors,Monitors Model 80,1745.25,6,0.0,1745.25,831.44,47.64
CA-2024-102305,2024-01-13,2024-01-14,Standard Class,CU-1072,Consumer,Asia-Pacific,Office Supplies,Paper,Paper Model 36,298.16,3,0.1,268.34,87.24,32.51
CA-2023-102306,2024-04-16,2024-04-19,Second Class,CU-1282,Corporate,Latam,Electronics,Tablets,Tablets Model 15,1445.42,9,0.0,1445.42,507.67,35.12
CA-2024-102307,2022-07-17,2022-07-22,First Class,CU-1178,Corporate,Asia-Pacific,Electronics,Tablets,Tablets Model 81,1561.88,1,0.2,1249.5,82.56,6.61
CA-2024-102308,2022-03-24,2022-03-29,Second Class,CU-1165,Consumer,North America,Furniture,Bookcases,Bookcases Model 45,1260.32,6,0.5,630.16,-83.15,-13.2
CA-2023-102309,2023-12-17,2023-12-24,Same Day,CU-1069,Corporate,Europe,Office Supplies,Paper,Paper Model 54,139.41,4,0.1,125.47,45.3,36.1
CA-2022-102310,2024-05-13,2024-05-15,Standard Class,CU-1341,Corporate,Latam,Furniture,Sofas,Sofas Model 93,1110.68,3,0.1,999.61,358.53,35.87
CA-2022-102311,2022-06-27,2022-07-04,Same Day,CU-1014,Home Office,Asia-Pacific,Office Supplies,Paper,Paper Model 66,292.83,8,0.1,263.55,103.1,39.12
CA-2024-102312,2023-09-29,2023-09-30,Same Day,CU-1292,Consumer,North America,Office Supplies,Storage,Storage Model 31,10.95,4,0.2,8.76,1.32,15.07
CA-2022-102313,2023-03-23,2023-03-29,Same Day,CU-1481,Consumer,Asia-Pacific,Furniture,Chairs,Chairs Model 92,561.9,10,0.2,449.52,77.57,17.26
CA-2022-102314,2024-07-25,2024-07-31,Same Day,CU-1225,Consumer,North America,Electronics,Smartphones,Smartphones Model 36,1606.96,9,0.2,1285.57,226.3,17.6
CA-2022-102315,2022-11-12,2022-11-19,Standard Class,CU-1336,Corporate,Europe,Electronics,Smartphones,Smartphones Model 48,1294.05,4,0.1,1164.64,402.02,34.52
CA-2022-102316,2024-05-29,2024-06-04,Second Class,CU-1283,Consumer,Europe,Electronics,Smartphones,Smartphones Model 33,438.53,6,0.0,438.53,161.17,36.75
CA-2023-102317,2022-07-09,2022-07-14,Standard Class,CU-1056,Home Office,Asia-Pacific,Furniture,Office Desks,Office Desks Model 4,1147.88,5,0.0,1147.88,265.63,23.14
CA-2024-102318,2024-05-21,2024-05-27,Second Class,CU-1331,Corporate,Europe,Furniture,Office Desks,Office Desks Model 48,415.03,2,0.0,415.03,122.14,29.43
CA-2022-102319,2023-11-12,2023-11-16,Same Day,CU-1060,Home Office,North America,Furniture,Chairs,Chairs Model 53,305.91,10,0.0,305.91,65.89,21.54
CA-2023-102320,2023-09-12,2023-09-14,Same Day,CU-1462,Corporate,North America,Furniture,Tables,Tables Model 21,812.93,7,0.0,812.93,239.33,29.44
CA-2022-102321,2024-02-01,2024-02-02,Same Day,CU-1117,Home Office,Europe,Electronics,Laptops,Laptops Model 76,1189.9,7,0.2,951.92,35.74,3.75
CA-2023-102322,2023-03-30,2023-04-01,Same Day,CU-1222,Corporate,North America,Electronics,Tablets,Tablets Model 18,1216.78,8,0.1,1095.1,486.35,44.41
CA-2024-102323,2022-10-27,2022-10-30,Standard Class,CU-1191,Consumer,North America,Furniture,Bookcases,Bookcases Model 41,171.57,3,0.0,171.57,79.05,46.07
CA-2024-102324,2023-01-22,2023-01-28,Second Class,CU-1286,Corporate,Emea,Office Supplies,Paper,Paper Model 28,224.71,5,0.5,112.36,-23.34,-20.77
CA-2022-102325,2022-06-24,2022-06-29,First Class,CU-1257,Corporate,Latam,Furniture,Chairs,Chairs Model 31,1008.0,1,0.0,1008.0,501.43,49.75
CA-2024-102326,2024-03-18,2024-03-20,First Class,CU-1208,Home Office,Latam,Office Supplies,Pens,Pens Model 39,189.5,9,0.5,94.75,-41.14,-43.42
CA-2022-102327,2024-03-18,2024-03-22,Standard Class,CU-1022,Consumer,Europe,Office Supplies,Binders,Binders Model 58,55.89,1,0.0,55.89,26.27,47.0
CA-2022-102328,2022-10-15,2022-10-19,Standard Class,CU-1051,Home Office,Asia-Pacific,Electronics,Smartphones,Smartphones Model 1,377.37,9,0.5,188.68,-61.92,-32.82
CA-2023-102329,2024-03-26,2024-03-28,Second Class,CU-1016,Home Office,Europe,Office Supplies,Paper,Paper Model 97,203.27,9,0.0,203.27,57.51,28.29
CA-2024-102330,2023-02-25,2023-02-27,Same Day,CU-1430,Consumer,Europe,Office Supplies,Art Supplies,Art Supplies Model 87,201.93,2,0.5,100.96,-56.85,-56.31
CA-2023-102331,2022-09-09,2022-09-15,Same Day,CU-1307,Consumer,Latam,Office Supplies,Art Supplies,Art Supplies Model 76,213.4,8,0.1,192.06,54.49,28.37
CA-2022-102332,2022-02-13,2022-02-14,First Class,CU-1066,Consumer,Asia-Pacific,Office Supplies,Paper,Paper Model 100,19.85,8,0.0,19.85,7.21,36.32
CA-2023-102333,2022-09-05,2022-09-08,First Class,CU-1446,Consumer,Emea,Office Supplies,Pens,Pens Model 14,58.19,8,0.0,58.19,19.86,34.13
CA-2022-102334,2024-02-23,2024-02-24,Standard Class,CU-1318,Corporate,Asia-Pacific,Furniture,Bookcases,Bookcases Model 47,688.44,8,0.0,688.44,216.82,31.49
CA-2023-102335,2022-12-13,2022-12-14,Second Class,CU-1232,Corporate,Latam,Electronics,Smartphones,Smartphones Model 57,1003.07,2,0.5,501.54,-227.27,-45.31
CA-2024-102336,2023-05-28,2023-06-01,Second Class,CU-1433,Corporate,Europe,Office Supplies,Pens,Pens Model 52,36.43,7,0.1,32.79,4.48,13.66
CA-2023-102337,2023-07-11,2023-07-13,Standard Class,CU-1190,Corporate,Latam,Electronics,Monitors,Monitors Model 13,552.07,9,0.1,496.86,97.04,19.53
CA-2022-102338,2022-06-19,2022-06-25,Second Class,CU-1111,Home Office,Asia-Pacific,Office Supplies,Storage,Storage Model 9,94.07,7,0.1,84.66,32.66,38.58
CA-2023-102339,2022-07-29,2022-08-04,Second Class,CU-1000,Corporate,North America,Electronics,Monitors,Monitors Model 54,1602.44,5,0.0,1602.44,500.18,31.21
CA-2022-102340,2023-01-19,2023-01-21,First Class,CU-1261,Consumer,North America,Office Supplies,Storage,Storage Model 69,222.45,4,0.1,200.2,71.5,35.71
CA-2022-102341,2024-05-11,2024-05-14,Same Day,CU-1160,Corporate,Emea,Office Supplies,Storage,Storage Model 76,155.6,8,0.0,155.6,67.7,43.51
CA-2024-102342,2023-07-27,2023-08-03,Second Class,CU-1001,Consumer,Asia-Pacific,Office Supplies,Binders,Binders Model 63,206.46,4,0.1,185.81,37.44,20.15
CA-2024-102343,2024-05-13,2024-05-14,First Class,CU-1295,Consumer,Europe,Office Supplies,Art Supplies,Art Supplies Model 15,200.09,3,0.1,180.08,23.91,13.28
CA-2023-102344,2022-12-04,2022-12-07,Standard Class,CU-1022,Corporate,North America,Furniture,Tables,Tables Model 75,231.86,9,0.1,208.67,80.9,38.77
CA-2024-102345,2022-06-10,2022-06-13,Same Day,CU-1063,Home Office,Europe,Electronics,Laptops,Laptops Model 69,405.58,10,0.1,365.02,82.9,22.71
CA-2023-102346,2022-12-09,2022-12-14,First Class,CU-1426,Home Office,Latam,Furniture,Office Desks,Office Desks Model 79,728.31,10,0.0,728.31,295.17,40.53
CA-2022-102347,2022-04-20,2022-04-24,Standard Class,CU-1056,Corporate,Emea,Furniture,Bookcases,Bookcases Model 54,598.32,2,0.2,478.66,68.24,14.26
CA-2024-102348,2022-04-15,2022-04-16,Same Day,CU-1039,Corporate,Europe,Office Supplies,Pens,Pens Model 53,259.16,2,0.1,233.24,88.11,37.78
CA-2022-102349,2022-06-22,2022-06-27,Same Day,CU-1489,Corporate,Asia-Pacific,Furniture,Tables,Tables Model 96,1313.43,7,0.0,1313.43,491.79,37.44
CA-2023-102350,2023-09-16,2023-09-20,Second Class,CU-1249,Home Office,Emea,Electronics,Laptops,Laptops Model 74,1710.52,4,0.2,1368.42,75.46,5.51
CA-2024-102351,2023-08-28,2023-09-03,Standard Class,CU-1200,Home Office,Europe,Office Supplies,Paper,Paper Model 15,230.26,1,0.1,207.23,86.79,41.88
CA-2023-102352,2022-12-23,2022-12-29,Second Class,CU-1058,Corporate,Europe,Office Supplies,Binders,Binders Model 54,276.67,4,0.0,276.67,99.31,35.89
CA-2024-102353,2022-12-04,2022-12-05,Standard Class,CU-1158,Home Office,Emea,Electronics,Smartphones,Smartphones Model 61,1410.6,10,0.0,1410.6,388.03,27.51
CA-2023-102354,2023-06-13,2023-06-20,First Class,CU-1257,Consumer,Asia-Pacific,Office Supplies,Storage,Storage Model 31,205.62,10,0.2,164.5,14.9,9.06
CA-2022-102355,2022-06-06,2022-06-10,First Class,CU-1375,Consumer,Emea,Office Supplies,Binders,Binders Model 19,273.68,6,0.0,273.68,100.88,36.86
CA-2023-102356,2022-03-13,2022-03-20,Second Class,CU-1165,Home Office,North America,Office Supplies,Pens,Pens Model 64,260.96,3,0.0,260.96,66.37,25.43
CA-2022-102357,2023-12-25,2024-01-01,Standard Class,CU-1062,Home Office,Emea,Furniture,Tables,Tables Model 74,937.53,6,0.0,937.53,441.3,47.07
CA-2022-102358,2024-01-11,2024-01-18,First Class,CU-1162,Consumer,North America,Furniture,Sofas,Sofas Model 28,1186.37,10,0.0,1186.37,590.1,49.74
CA-2023-102359,2023-09-05,2023-09-09,First Class,CU-1396,Home Office,North America,Office Supplies,Art Supplies,Art Supplies Model 55,210.25,5,0.0,210.25,49.5,23.54
CA-2024-102360,2023-07-06,2023-07-10,Second Class,CU-1322,Corporate,North America,Office Supplies,Art Supplies,Art Supplies Model 78,260.54,2,0.1,234.49,66.43,28.33
CA-2022-102361,2022-12-03,2022-12-10,Standard Class,CU-1214,Corporate,Emea,Electronics,Laptops,Laptops Model 27,588.43,10,0.1,529.59,201.46,38.04
CA-2023-102362,2023-04-09,2023-04-10,Same Day,CU-1354,Consumer,North America,Furniture,Tables,Tables Model 91,511.23,1,0.5,255.62,-141.08,-55.19
CA-2023-102363,2022-05-16,2022-05-22,Second Class,CU-1330,Consumer,Asia-Pacific,Electronics,Accessories,Accessories Model 68,1783.21,4,0.0,1783.21,671.31,37.65
CA-2022-102364,2022-07-09,2022-07-15,Second Class,CU-1222,Corporate,Asia-Pacific,Electronics,Laptops,Laptops Model 70,379.78,5,0.0,379.78,159.3,41.95
CA-2023-102365,2024-02-19,2024-02-24,First Class,CU-1079,Home Office,North America,Electronics,Tablets,Tablets Model 32,1655.32,6,0.0,1655.32,481.18,29.07
CA-2023-102366,2023-03-26,2023-03-30,First Class,CU-1359,Consumer,North America,Office Supplies,Art Supplies,Art Supplies Model 55,198.92,6,0.1,179.03,20.51,11.46
CA-2022-102367,2023-09-20,2023-09-27,First Class,CU-1052,Corporate,Latam,Furniture,Tables,Tables Model 80,854.81,2,0.0,854.81,307.53,35.98
CA-2023-102368,2022-11-15,2022-11-17,First Class,CU-1429,Corporate,North America,Office Supplies,Art Supplies,Art Supplies Model 8,155.03,3,0.1,139.53,22.01,15.77
CA-2024-102369,2024-07-12,2024-07-19,Standard Class,CU-1013,Home Office,Europe,Furniture,Sofas,Sofas Model 41,963.1,3,0.5,481.55,-166.97,-34.67
CA-2022-102370,2022-02-06,2022-02-12,Second Class,CU-1123,Corporate,Latam,Office Supplies,Storage,Storage Model 56,177.01,7,0.2,141.61,43.9,31.0
CA-2022-102371,2023-08-07,2023-08-10,Second Class,CU-1118,Home Office,Latam,Electronics,Accessories,Accessories Model 33,367.16,2,0.5,183.58,-90.62,-49.36
CA-2022-102372,2023-09-16,2023-09-22,Standard Class,CU-1427,Home Office,Europe,Furniture,Tables,Tables Model 36,1015.19,3,0.0,1015.19,506.92,49.93
CA-2023-102373,2023-11-21,2023-11-27,Second Class,CU-1138,Corporate,Europe,Electronics,Tablets,Tablets Model 87,1131.31,10,0.0,1131.31,242.46,21.43
CA-2023-102374,2022-08-02,2022-08-06,First Class,CU-1052,Home Office,Emea,Furniture,Sofas,Sofas Model 79,456.16,1,0.2,364.93,77.37,21.2
CA-2023-102375,2024-04-11,2024-04-14,Second Class,CU-1145,Consumer,Emea,Electronics,Monitors,Monitors Model 80,1900.49,9,0.0,1900.49,754.39,39.69
CA-2023-102376,2022-10-03,2022-10-05,First Class,CU-1420,Consumer,Emea,Furniture,Tables,Tables Model 98,1293.59,9,0.2,1034.87,4.39,0.42
CA-2024-102377,2022-10-06,2022-10-10,Standard Class,CU-1127,Home Office,Latam,Office Supplies,Storage,Storage Model 37,101.39,6,0.2,81.11,27.49,33.89
CA-2023-102378,2023-02-19,2023-02-22,Standard Class,CU-1132,Corporate,North America,Office Supplies,Art Supplies,Art Supplies Model 26,6.34,10,0.2,5.07,1.25,24.65
CA-2022-102379,2023-07-18,2023-07-23,Same Day,CU-1108,Corporate,Asia-Pacific,Office Supplies,Art Supplies,Art Supplies Model 83,123.58,7,0.2,98.86,1.38,1.4
CA-2023-102380,2023-04-06,2023-04-11,First Class,CU-1233,Consumer,Latam,Office Supplies,Paper,Paper Model 59,211.58,1,0.1,190.42,47.55,24.97
CA-2022-102381,2024-05-16,2024-05-19,Same Day,CU-1464,Consumer,North America,Electronics,Smartphones,Smartphones Model 68,669.28,8,0.0,669.28,267.03,39.9
CA-2023-102382,2024-04-29,2024-05-02,Same Day,CU-1221,Home Office,Asia-Pacific,Electronics,Tablets,Tablets Model 10,1177.08,9,0.1,1059.37,137.59,12.99
CA-2024-102383,2022-04-09,2022-04-13,Same Day,CU-1339,Corporate,Asia-Pacific,Office Supplies,Binders,Binders Model 27,88.81,4,0.0,88.81,28.13,31.67
CA-2024-102384,2023-03-22,2023-03-27,First Class,CU-1009,Corporate,Asia-Pacific,Electronics,Tablets,Tablets Model 53,935.35,10,0.0,935.35,331.73,35.47
CA-2023-102385,2022-02-16,2022-02-18,First Class,CU-1461,Consumer,Emea,Furniture,Chairs,Chairs Model 61,1264.01,9,0.2,1011.21,315.57,31.21
CA-2023-102386,2024-03-31,2024-04-04,Standard Class,CU-1153,Consumer,Europe,Furniture,Chairs,Chairs Model 88,1302.97,9,0.0,1302.97,310.9,23.86
CA-2023-102387,2023-03-15,2023-03-21,Second Class,CU-1386,Corporate,Asia-Pacific,Office Supplies,Paper,Paper Model 81,126.33,4,0.2,101.06,13.38,13.24
CA-2024-102388,2022-09-08,2022-09-15,Same Day,CU-1440,Home Office,North America,Office Supplies,Storage,Storage Model 26,100.31,6,0.0,100.31,49.58,49.43
CA-2022-102389,2022-01-23,2022-01-30,Standard Class,CU-1435,Consumer,Latam,Office Supplies,Art Supplies,Art Supplies Model 49,182.32,2,0.2,145.86,19.22,13.18
CA-2022-102390,2024-02-17,2024-02-20,First Class,CU-1075,Home Office,Latam,Furniture,Bookcases,Bookcases Model 68,626.47,8,0.0,626.47,145.68,23.25
CA-2023-102391,2022-12-02,2022-12-03,Second Class,CU-1382,Corporate,Europe,Furniture,Bookcases,Bookcases Model 88,493.76,10,0.0,493.76,187.19,37.91
CA-2024-102392,2023-01-22,2023-01-28,Second Class,CU-1119,Consumer,Emea,Electronics,Smartphones,Smartphones Model 26,600.23,8,0.5,300.12,-75.93,-25.3
CA-2023-102393,2024-01-02,2024-01-09,Standard Class,CU-1229,Consumer,North America,Furniture,Bookcases,Bookcases Model 36,1312.94,8,0.1,1181.65,176.14,14.91
CA-2022-102394,2023-11-23,2023-11-25,Same Day,CU-1125,Corporate,Latam,Office Supplies,Pens,Pens Model 90,17.14,10,0.2,13.71,0.44,3.21
CA-2024-102395,2023-05-16,2023-05-23,Same Day,CU-1135,Corporate,Asia-Pacific,Office Supplies,Pens,Pens Model 88,89.62,4,0.0,89.62,22.24,24.82
CA-2024-102396,2022-12-09,2022-12-12,Second Class,CU-1228,Home Office,Latam,Furniture,Chairs,Chairs Model 97,1197.61,8,0.1,1077.85,311.71,28.92
CA-2024-102397,2023-05-02,2023-05-05,Standard Class,CU-1135,Consumer,North America,Furniture,Sofas,Sofas Model 60,596.57,5,0.2,477.26,99.3,20.81
CA-2022-102398,2022-11-02,2022-11-05,Same Day,CU-1392,Consumer,Europe,Electronics,Accessories,Accessories Model 76,304.74,1,0.5,152.37,-65.61,-43.06
CA-2024-102399,2024-05-21,2024-05-24,Standard Class,CU-1407,Corporate,Asia-Pacific,Furniture,Bookcases,Bookcases Model 93,808.74,4,0.5,404.37,-70.48,-17.43
CA-2023-102400,2022-12-18,2022-12-25,First Class,CU-1335,Home Office,Latam,Furniture,Tables,Tables Model 44,790.3,4,0.5,395.15,-56.04,-14.18
CA-2023-102401,2023-03-17,2023-03-18,Standard Class,CU-1441,Consumer,Asia-Pacific,Furniture,Chairs,Chairs Model 74,1131.61,2,0.0,1131.61,316.08,27.93
CA-2023-102402,2023-08-22,2023-08-29,First Class,CU-1422,Corporate,North America,Electronics,Accessories,Accessories Model 89,1577.69,9,0.2,1262.15,193.31,15.32
CA-2023-102403,2024-05-03,2024-05-06,Standard Class,CU-1044,Home Office,North America,Office Supplies,Pens,Pens Model 65,68.44,8,0.0,68.44,25.97,37.95
CA-2022-102404,2022-11-16,2022-11-20,Same Day,CU-1217,Consumer,Emea,Office Supplies,Storage,Storage Model 66,148.62,1,0.0,148.62,42.18,28.38
CA-2024-102405,2023-08-21,2023-08-25,Same Day,CU-1343,Home Office,Latam,Office Supplies,Binders,Binders Model 91,186.16,6,0.5,93.08,-7.44,-7.99
CA-2023-102406,2022-12-18,2022-12-23,First Class,CU-1008,Home Office,Emea,Electronics,Tablets,Tablets Model 92,495.33,4,0.5,247.66,-34.41,-13.89
CA-2024-102407,2022-07-04,2022-07-09,Second Class,CU-1254,Corporate,Asia-Pacific,Electronics,Tablets,Tablets Model 36,1708.72,4,0.2,1366.98,238.35,17.44
CA-2022-102408,2024-07-25,2024-07-27,Standard Class,CU-1129,Consumer,Asia-Pacific,Electronics,Smartphones,Smartphones Model 12,1157.48,7,0.0,1157.48,471.68,40.75
CA-2023-102409,2023-04-07,2023-04-14,Second Class,CU-1109,Home Office,Emea,Electronics,Tablets,Tablets Model 59,1519.82,9,0.0,1519.82,683.47,44.97
CA-2023-102410,2022-11-03,2022-11-10,Second Class,CU-1001,Consumer,Asia-Pacific,Office Supplies,Pens,Pens Model 37,35.42,3,0.5,17.71,-2.4,-13.55
CA-2024-102411,2023-05-08,2023-05-14,Second Class,CU-1429,Corporate,North America,Office Supplies,Storage,Storage Model 53,96.48,8,0.1,86.83,29.84,34.37
CA-2022-102412,2022-04-03,2022-04-05,First Class,CU-1039,Home Office,Europe,Electronics,Smartphones,Smartphones Model 46,1125.41,4,0.0,1125.41,258.61,22.98
CA-2023-102413,2024-03-01,2024-03-04,Standard Class,CU-1178,Consumer,Emea,Office Supplies,Art Supplies,Art Supplies Model 47,193.12,2,0.1,173.81,45.36,26.1
CA-2023-102414,2022-12-18,2022-12-25,Standard Class,CU-1414,Home Office,Emea,Furniture,Chairs,Chairs Model 22,1459.58,9,0.1,1313.62,439.21,33.44
CA-2024-102415,2024-05-09,2024-05-16,Standard Class,CU-1192,Corporate,Asia-Pacific,Office Supplies,Binders,Binders Model 28,163.72,2,0.2,130.98,38.29,29.23
CA-2024-102416,2024-02-20,2024-02-25,Standard Class,CU-1280,Home Office,North America,Office Supplies,Paper,Paper Model 26,288.35,2,0.0,288.35,69.25,24.02
CA-2022-102417,2022-09-23,2022-09-25,Second Class,CU-1159,Consumer,North America,Office Supplies,Art Supplies,Art Supplies Model 48,174.4,4,0.0,174.4,43.23,24.79
CA-2024-102418,2024-08-03,2024-08-04,Second Class,CU-1032,Home Office,Asia-Pacific,Electronics,Monitors,Monitors Model 25,731.35,2,0.0,731.35,206.89,28.29
CA-2022-102419,2022-07-21,2022-07-23,Standard Class,CU-1170,Home Office,Asia-Pacific,Furniture,Tables,Tables Model 7,1433.18,6,0.0,1433.18,699.83,48.83
CA-2022-102420,2024-04-07,2024-04-10,First Class,CU-1005,Corporate,Latam,Office Supplies,Paper,Paper Model 86,215.1,1,0.2,172.08,0.01,0.01
CA-2024-102421,2023-02-22,2023-02-25,First Class,CU-1339,Corporate,Asia-Pacific,Furniture,Sofas,Sofas Model 95,1275.17,7,0.0,1275.17,350.93,27.52
CA-2023-102422,2022-11-30,2022-12-03,Standard Class,CU-1400,Home Office,Europe,Office Supplies,Art Supplies,Art Supplies Model 13,46.7,10,0.2,37.36,10.27,27.49
CA-2022-102423,2022-02-26,2022-03-02,First Class,CU-1350,Consumer,Emea,Office Supplies,Paper,Paper Model 3,128.71,2,0.5,64.36,-28.89,-44.89
CA-2024-102424,2023-01-25,2023-01-31,Standard Class,CU-1008,Consumer,Emea,Office Supplies,Binders,Binders Model 21,200.93,3,0.5,100.46,-7.44,-7.41
CA-2024-102425,2022-05-25,2022-05-29,Second Class,CU-1077,Home Office,North America,Office Supplies,Storage,Storage Model 46,278.72,7,0.0,278.72,84.98,30.49
