Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Segment,Region,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
CA-2024-102846,2024-06-22,2024-06-23,First Class,CU-1066,Home Office,EMEA,Electronics,Tablets,Tablets Model 50,986.14,2,0.2,239.22
CA-2024-102847,2024-03-29,2024-04-01,Same Day,CU-1226,Consumer,EMEA,Office Supplies,Art Supplies,Art Supplies Model 65,74.73,8,0.0,31.86
CA-2023-102848,2022-12-30,2023-01-06,Same Day,CU-1260,Corporate,EMEA,Electronics,Accessories,Accessories Model 6,911.13,6,0.0,414.62
CA-2022-102849,2023-06-08,2023-06-15,Same Day,CU-1143,Corporate,EMEA,Office Supplies,Binders,Binders Model 34,279.45,5,0.0,109.68
CA-2024-102850,2023-02-20,2023-02-25,First Class,CU-1090,Consumer,Europe,Electronics,Tablets,Tablets Model 50,257.95,4,0.2,42.42
CA-2022-102851,2023-06-18,2023-06-23,Standard Class,CU-1107,Corporate,Asia-Pacific,Furniture,Office Desks,Office Desks Model 38,634.47,1,0.0,205.43
CA-2022-102852,2022-08-06,2022-08-10,Same Day,CU-1132,Corporate,Asia-Pacific,Furniture,Sofas,Sofas Model 95,1379.61,2,0.5,-306.97
CA-2022-102853,2023-03-13,2023-03-14,Second Class,CU-1090,Consumer,Asia-Pacific,Electronics,Smartphones,Smartphones Model 94,1234.2,7,0.5,-115.89
CA-2023-102854,2023-07-19,2023-07-26,Same Day,CU-1363,Home Office,North America,Office Supplies,Art Supplies,Art Supplies Model 82,18.1,5,0.0,7.35
CA-2024-102855,2022-08-15,2022-08-17,Second Class,CU-1190,Consumer,EMEA,Furniture,Sofas,Sofas Model 1,240.58,4,0.2,49.53
CA-2024-102856,2022-01-01,2022-01-08,Standard Class,CU-1085,Home Office,Asia-Pacific,Furniture,Tables,Tables Model 67,116.19,1,0.0,51.67
CA-2023-102857,2024-04-10,2024-04-13,Same Day,CU-1048,Home Office,North America,Furniture,Office Desks,Office Desks Model 8,638.67,2,0.2,135.04
CA-2024-102858,2024-02-29,2024-03-05,Standard Class,CU-1097,Corporate,Asia-Pacific,Electronics,Tablets,Tablets Model 44,417.47,2,0.5,-101.82
CA-2024-102859,2022-08-16,2022-08-23,Same Day,CU-1272,Corporate,North America,Office Supplies,Storage,Storage Model 85,150.27,8,0.0,50.96
CA-2024-102860,2022-11-15,2022-11-17,Second Class,CU-1362,Consumer,EMEA,Office Supplies,Pens,Pens Model 3,149.67,2,0.2,25.93
CA-2022-102861,2024-09-12,2024-09-17,Second Class,CU-1106,Consumer,North America,Electronics,Tablets,Tablets Model 74,835.43,3,0.0,276.73
CA-2023-102862,2022-02-12,2022-02-18,Standard Class,CU-1483,Consumer,LATAM,Office Supplies,Paper,Paper Model 61,151.33,9,0.2,29.57
CA-2022-102863,2024-01-04,2024-01-08,First Class,CU-1276,Consumer,LATAM,Furniture,Chairs,Chairs Model 9,1066.71,3,0.1,174.2
CA-2024-102864,2022-05-15,2022-05-21,Standard Class,CU-1332,Consumer,North America,Furniture,Office Desks,Office Desks Model 48,1420.47,7,0.0,501.26
CA-2022-102865,2022-06-22,2022-06-23,Standard Class,CU-1283,Corporate,North America,Office Supplies,Paper,Paper Model 70,29.15,2,0.5,-6.38
CA-2024-102866,2023-12-29,2023-12-31,Second Class,CU-1100,Consumer,Europe,Furniture,Bookcases,Bookcases Model 75,1324.74,9,0.1,299.07
CA-2022-102867,2022-03-02,2022-03-06,Second Class,CU-1113,Consumer,Asia-Pacific,Office Supplies,Pens,Pens Model 77,131.99,9,0.5,-23.97
CA-2022-102868,2024-05-16,2024-05-17,Same Day,CU-1324,Consumer,EMEA,Furniture,Office Desks,Office Desks Model 7,1453.64,6,0.0,576.9
CA-2022-102869,2022-03-08,2022-03-10,Standard Class,CU-1431,Consumer,LATAM,Electronics,Accessories,Accessories Model 16,928.91,5,0.0,202.11
CA-2024-102870,2024-02-27,2024-02-28,First Class,CU-1130,Home Office,LATAM,Electronics,Accessories,Accessories Model 90,335.68,10,0.1,42.93
CA-2023-102871,2022-02-09,2022-02-16,Second Class,CU-1139,Corporate,EMEA,Furniture,Bookcases,Bookcases Model 36,892.45,6,0.0,226.62
CA-2022-102872,2023-08-28,2023-09-03,First Class,CU-1424,Home Office,North America,Furniture,Tables,Tables Model 89,1422.53,5,0.0,541.25
CA-2024-102873,2023-07-25,2023-07-27,First Class,CU-1292,Home Office,North America,Furniture,Bookcases,Bookcases Model 19,951.74,5,0.0,388.77
CA-2024-102874,2023-09-26,2023-10-02,Standard Class,CU-1148,Home Office,Asia-Pacific,Furniture,Sofas,Sofas Model 56,350.8,4,0.5,-80.1
CA-2024-102875,2022-10-22,2022-10-26,Same Day,CU-1385,Corporate,EMEA,Electronics,Accessories,Accessories Model 45,551.45,2,0.1,65.38
CA-2023-102876,2023-05-23,2023-05-25,Same Day,CU-1063,Corporate,Asia-Pacific,Office Supplies,Storage,Storage Model 67,99.45,1,0.0,20.9
CA-2024-102877,2023-02-01,2023-02-03,Same Day,CU-1490,Corporate,North America,Electronics,Monitors,Monitors Model 50,446.79,9,0.1,120.36
CA-2022-102878,2022-11-12,2022-11-14,First Class,CU-1413,Corporate,EMEA,Office Supplies,Storage,Storage Model 62,196.89,2,0.1,56.93
CA-2022-102879,2024-05-09,2024-05-13,Same Day,CU-1420,Home Office,Asia-Pacific,Electronics,Smartphones,Smartphones Model 9,1814.32,8,0.0,794.88
CA-2024-102880,2024-08-18,2024-08-20,First Class,CU-1075,Corporate,Europe,Electronics,Tablets,Tablets Model 20,814.83,7,0.0,407.25
CA-2023-102881,2024-02-03,2024-02-10,First Class,CU-1307,Corporate,North America,Furniture,Tables,Tables Model 14,606.75,1,0.0,162.72
CA-2022-102882,2023-10-03,2023-10-06,Second Class,CU-1169,Consumer,North America,Electronics,Laptops,Laptops Model 66,689.95,7,0.0,276.8
CA-2024-102883,2022-08-24,2022-08-27,Second Class,CU-1124,Consumer,Europe,Office Supplies,Paper,Paper Model 1,183.34,3,0.2,40.1
CA-2023-102884,2024-06-29,2024-07-05,Second Class,CU-1371,Consumer,Asia-Pacific,Office Supplies,Paper,Paper Model 36,259.33,9,0.1,63.9
CA-2023-102885,2023-12-13,2023-12-20,Second Class,CU-1348,Home Office,LATAM,Furniture,Office Desks,Office Desks Model 98,861.59,5,0.0,235.3
CA-2022-102886,2024-08-08,2024-08-09,Same Day,CU-1476,Home Office,Europe,Electronics,Laptops,Laptops Model 28,1085.76,10,0.5,-293.55
CA-2024-102887,2022-03-24,2022-03-29,Standard Class,CU-1334,Consumer,North America,Office Supplies,Art Supplies,Art Supplies Model 50,49.43,5,0.0,10.28
CA-2023-102888,2023-04-20,2023-04-25,Same Day,CU-1415,Consumer,Asia-Pacific,Furniture,Office Desks,Office Desks Model 61,732.32,5,0.0,175.72
CA-2023-102889,2022-08-07,2022-08-14,First Class,CU-1257,Home Office,EMEA,Electronics,Smartphones,Smartphones Model 96,1562.95,8,0.5,-69.91
CA-2023-102890,2022-10-30,2022-11-05,Second Class,CU-1065,Home Office,Asia-Pacific,Electronics,Tablets,Tablets Model 15,321.7,8,0.2,30.93
CA-2022-102891,2023-07-21,2023-07-22,First Class,CU-1023,Consumer,Asia-Pacific,Furniture,Bookcases,Bookcases Model 30,875.63,9,0.0,303.64
CA-2023-102892,2022-06-12,2022-06-13,First Class,CU-1225,Corporate,LATAM,Furniture,Sofas,Sofas Model 49,1092.03,9,0.0,369.0
CA-2023-102893,2022-11-03,2022-11-09,Same Day,CU-1040,Home Office,Europe,Electronics,Monitors,Monitors Model 41,573.69,4,0.5,-156.84
CA-2024-102894,2023-01-04,2023-01-09,Second Class,CU-1052,Corporate,Europe,Furniture,Tables,Tables Model 13,1019.33,1,0.1,150.43
CA-2024-102895,2024-07-09,2024-07-10,First Class,CU-1404,Corporate,Europe,Electronics,Laptops,Laptops Model 2,1649.48,2,0.0,368.51
CA-2023-102896,2022-05-26,2022-05-31,Same Day,CU-1476,Corporate,Asia-Pacific,Office Supplies,Storage,Storage Model 40,85.01,4,0.0,40.74
CA-2024-102897,2024-05-20,2024-05-24,Standard Class,CU-1415,Consumer,Asia-Pacific,Electronics,Smartphones,Smartphones Model 32,1796.9,10,0.1,630.01
CA-2023-102898,2024-05-12,2024-05-17,Same Day,CU-1014,Consumer,North America,Electronics,Smartphones,Smartphones Model 82,744.58,5,0.0,238.32
CA-2023-102899,2023-01-09,2023-01-15,First Class,CU-1416,Home Office,LATAM,Office Supplies,Paper,Paper Model 94,161.55,9,0.0,40.17
CA-2023-102900,2023-06-09,2023-06-13,Standard Class,CU-1485,Home Office,Europe,Electronics,Tablets,Tablets Model 74,,8,0.2,282.32
CA-2023-102901,2023-03-24,2023-03-26,Second Class,CU-1251,Corporate,EMEA,Electronics,Smartphones,Smartphones Model 28,411.54,3,0.0,177.48
CA-2024-102902,2022-11-26,2022-11-27,Same Day,CU-1007,Corporate,LATAM,Electronics,Laptops,Laptops Model 40,1517.3,9,0.0,395.61
CA-2024-102903,2023-04-20,2023-04-23,Same Day,CU-1241,Home Office,LATAM,Furniture,Chairs,Chairs Model 59,125.2,7,0.1,34.64
CA-2023-102904,2023-02-16,2023-02-17,Standard Class,CU-1344,Corporate,LATAM,Office Supplies,Binders,Binders Model 21,257.17,9,0.0,119.32
CA-2022-102905,2024-03-17,2024-03-23,Second Class,CU-1061,Home Office,Europe,Office Supplies,Storage,Storage Model 69,53.68,9,0.0,14.56
CA-2022-102906,2023-03-13,2023-03-16,Second Class,CU-1306,Consumer,Europe,Electronics,Tablets,Tablets Model 93,1602.65,10,0.1,367.05
CA-2024-102907,2024-02-18,2024-02-19,Same Day,CU-1205,Home Office,LATAM,Electronics,Tablets,Tablets Model 70,834.17,4,0.0,371.61
CA-2023-102908,2023-11-01,2023-11-03,First Class,CU-1266,Home Office,Asia-Pacific,Office Supplies,Art Supplies,Art Supplies Model 12,38.18,9,0.5,-3.54
CA-2023-102909,2022-12-26,2022-12-29,Second Class,CU-1060,Consumer,LATAM,Office Supplies,Binders,Binders Model 60,169.41,2,0.1,29.28
CA-2022-102910,2022-11-11,2022-11-17,Second Class,CU-1404,Corporate,Asia-Pacific,Office Supplies,Art Supplies,Art Supplies Model 13,29.53,7,0.5,-2.99
CA-2023-102911,2024-08-05,2024-08-08,First Class,CU-1293,Corporate,Europe,Electronics,Accessories,Accessories Model 32,1099.35,4,0.0,480.89
CA-2023-102912,2022-07-18,2022-07-24,Same Day,CU-1172,Home Office,LATAM,Electronics,Monitors,Monitors Model 52,1030.19,9,0.1,264.89
CA-2023-102913,2023-08-05,2023-08-07,First Class,CU-1403,Home Office,LATAM,Electronics,Smartphones,Smartphones Model 100,755.48,8,0.0,151.45
CA-2022-102914,2023-08-22,2023-08-25,Second Class,CU-1396,Home Office,North America,Office Supplies,Art Supplies,Art Supplies Model 39,57.85,8,0.0,25.59
CA-2024-102915,2023-09-14,2023-09-15,Same Day,CU-1434,Corporate,North America,Furniture,Chairs,Chairs Model 5,231.57,2,0.0,73.42
CA-2023-102916,2022-11-12,2022-11-13,First Class,CU-1144,Consumer,Europe,Furniture,Bookcases,Bookcases Model 64,965.86,2,0.0,195.25
CA-2024-102917,2022-01-14,2022-01-15,Standard Class,CU-1442,Home Office,EMEA,Furniture,Chairs,Chairs Model 50,1188.27,5,0.1,224.33
CA-2022-102918,2022-11-16,2022-11-23,Standard Class,CU-1175,Corporate,Europe,Office Supplies,Paper,Paper Model 49,138.99,10,0.1,36.34
CA-2022-102919,2023-02-01,2023-02-05,Second Class,CU-1500,Consumer,EMEA,Office Supplies,Storage,Storage Model 16,18.29,3,0.0,6.63
CA-2023-102920,2022-11-09,2022-11-11,Standard Class,CU-1186,Home Office,LATAM,Office Supplies,Art Supplies,Art Supplies Model 57,294.37,5,0.0,92.39
CA-2023-102921,2022-04-17,2022-04-23,First Class,CU-1185,Home Office,LATAM,Office Supplies,Binders,Binders Model 21,231.63,8,0.1,92.16
CA-2022-102922,2023-11-29,2023-12-05,Standard Class,CU-1426,Corporate,LATAM,Electronics,Smartphones,Smartphones Model 94,1706.05,7,0.0,434.79
CA-2024-102923,2023-03-11,2023-03-16,First Class,CU-1208,Home Office,EMEA,Office Supplies,Art Supplies,Art Supplies Model 83,207.57,7,0.0,101.61
CA-2024-102924,2022-12-18,2022-12-22,Second Class,CU-1482,Corporate,EMEA,Furniture,Sofas,Sofas Model 76,510.68,4,0.5,-140.31
CA-2023-102925,2022-10-08,2022-10-11,Same Day,CU-1026,Consumer,LATAM,Electronics,Smartphones,Smartphones Model 63,912.1,8,0.5,-116.1
CA-2023-102926,2023-09-01,2023-09-05,First Class,CU-1376,Corporate,EMEA,Furniture,Sofas,Sofas Model 50,966.63,10,0.5,-76.87
CA-2023-102927,2024-02-02,2024-02-03,First Class,CU-1181,Home Office,Europe,Furniture,Sofas,Sofas Model 33,1308.95,1,0.5,-250.74
CA-2023-102928,2022-01-25,2022-02-01,First Class,CU-1123,Corporate,LATAM,Electronics,Accessories,Accessories Model 83,210.01,5,0.5,-52.4
CA-2024-102929,2023-09-18,2023-09-22,First Class,CU-1449,Consumer,EMEA,Furniture,Bookcases,Bookcases Model 4,431.83,6,0.0,144.15
CA-2022-102930,2024-03-02,2024-03-06,Standard Class,CU-1191,Consumer,EMEA,Electronics,Smartphones,Smartphones Model 94,1160.62,7,0.2,282.56
CA-2024-102931,2023-09-14,2023-09-15,Second Class,CU-1208,Home Office,LATAM,Furniture,Office Desks,Office Desks Model 6,1075.28,5,0.0,384.5
CA-2023-102932,2022-08-03,2022-08-04,First Class,CU-1044,Corporate,North America,Office Supplies,Storage,Storage Model 28,57.12,5,0.0,23.18
CA-2022-102933,2024-04-01,2024-04-07,Second Class,CU-1208,Corporate,EMEA,Electronics,Accessories,Accessories Model 58,1336.95,7,0.0,587.42
CA-2023-102934,2024-08-04,2024-08-08,Same Day,CU-1143,Home Office,LATAM,Furniture,Sofas,Sofas Model 56,1143.79,4,0.0,279.97
CA-2022-102935,2024-07-14,2024-07-18,Second Class,CU-1420,Home Office,EMEA,Furniture,Bookcases,Bookcases Model 15,569.94,3,0.0,163.79
CA-2024-102936,2022-10-18,2022-10-25,Standard Class,CU-1027,Consumer,North America,Electronics,Monitors,Monitors Model 56,280.86,9,0.0,82.96
CA-2024-102937,2022-12-02,2022-12-05,First Class,CU-1303,Corporate,LATAM,Office Supplies,Storage,Storage Model 26,157.92,4,0.0,58.72
CA-2023-102938,2022-09-15,2022-09-17,First Class,CU-1228,Home Office,Asia-Pacific,Furniture,Sofas,Sofas Model 68,926.06,6,0.0,200.26
CA-2023-102939,2023-11-16,2023-11-22,Second Class,CU-1209,Consumer,Europe,Furniture,Chairs,Chairs Model 93,664.88,9,0.1,199.31
CA-2023-102940,2022-03-03,2022-03-07,Standard Class,CU-1325,Home Office,EMEA,Office Supplies,Paper,Paper Model 21,181.92,4,0.5,-21.78
CA-2022-102941,2024-06-02,2024-06-04,Standard Class,CU-1065,Consumer,LATAM,Furniture,Bookcases,Bookcases Model 47,937.51,10,0.2,9.73
CA-2024-102942,2022-04-15,2022-04-21,Second Class,CU-1465,Consumer,LATAM,Furniture,Office Desks,Office Desks Model 58,112.57,9,0.0,39.76
CA-2022-102943,2024-02-16,2024-02-17,Same Day,CU-1432,Home Office,Asia-Pacific,Electronics,Laptops,Laptops Model 55,681.19,8,0.0,143.26
CA-2024-102944,2022-07-29,2022-08-05,First Class,CU-1225,Home Office,Asia-Pacific,Office Supplies,Binders,Binders Model 2,72.26,9,0.0,26.11
CA-2023-102945,2024-08-10,2024-08-17,First Class,CU-1337,Corporate,North America,Furniture,Bookcases,Bookcases Model 80,281.01,3,0.2,79.43
CA-2022-102946,2022-07-13,2022-07-14,Same Day,CU-1283,Home Office,Europe,Office Supplies,Storage,Storage Model 33,77.48,2,0.1,19.55
CA-2024-102947,2022-11-30,2022-12-05,First Class,CU-1485,Corporate,Asia-Pacific,Electronics,Accessories,Accessories Model 72,1386.18,6,0.5,-244.37
CA-2022-102948,2022-07-24,2022-07-26,Standard Class,CU-1236,Home Office,Asia-Pacific,Furniture,Chairs,Chairs Model 92,1254.79,3,0.1,268.78
CA-2022-102949,2022-05-08,2022-05-14,First Class,CU-1081,Consumer,North America,Electronics,Accessories,Accessories Model 77,1385.11,7,0.1,472.67
CA-2022-102950,2024-09-09,2024-09-14,Second Class,CU-1466,Consumer,Asia-Pacific,Furniture,Bookcases,Bookcases Model 34,1456.67,4,0.0,535.98
CA-2024-102951,2023-08-31,2023-09-01,First Class,CU-1140,Consumer,Europe,Office Supplies,Storage,Storage Model 27,277.7,1,0.0,126.69
CA-2024-102952,2023-09-16,2023-09-19,Second Class,CU-1047,Home Office,Asia-Pacific,Electronics,Laptops,Laptops Model 38,430.44,2,0.5,-122.34
CA-2022-102953,2023-12-18,2023-12-24,Same Day,CU-1477,Home Office,Europe,Electronics,Tablets,Tablets Model 68,1774.08,1,0.2,405.81
CA-2022-102954,2024-07-20,2024-07-23,First Class,CU-1271,Corporate,LATAM,Electronics,Accessories,Accessories Model 46,998.24,8,0.2,165.59
CA-2022-102955,2023-08-24,2023-08-31,Second Class,CU-1138,Home Office,Asia-Pacific,Office Supplies,Pens,Pens Model 31,160.25,2,0.0,38.88
CA-2024-102956,2022-06-10,2022-06-14,Second Class,CU-1440,Home Office,Europe,Office Supplies,Binders,Binders Model 56,279.88,3,0.2,54.15
CA-2022-102957,2023-06-01,2023-06-04,Second Class,CU-1445,Corporate,Asia-Pacific,Office Supplies,Storage,Storage Model 88,128.55,9,0.2,13.06
CA-2022-102958,2022-12-11,2022-12-16,Standard Class,CU-1124,Consumer,EMEA,Electronics,Accessories,Accessories Model 55,1510.28,10,0.0,372.3
CA-2023-102959,2024-01-30,2024-02-04,Same Day,CU-1198,Consumer,Asia-Pacific,Electronics,Tablets,Tablets Model 66,1197.93,10,0.5,-41.37
CA-2024-102960,2024-05-15,2024-05-18,Standard Class,CU-1261,Home Office,Europe,Office Supplies,Pens,Pens Model 37,125.13,5,0.0,53.66
CA-2023-102961,2022-01-28,2022-02-01,Same Day,CU-1304,Corporate,Asia-Pacific,Furniture,Office Desks,Office Desks Model 90,1219.89,4,0.0,294.87
CA-2024-102962,2023-06-08,2023-06-09,Standard Class,CU-1259,Home Office,Europe,Office Supplies,Binders,Binders Model 58,134.4,6,0.0,49.18
CA-2023-102963,2023-10-05,2023-10-09,Same Day,CU-1139,Corporate,EMEA,Electronics,Tablets,Tablets Model 37,1782.89,2,0.0,775.47
CA-2023-102964,2022-06-01,2022-06-08,First Class,CU-1377,Home Office,Europe,Furniture,Office Desks,Office Desks Model 61,961.97,1,0.1,366.86
CA-2023-102965,2024-06-14,2024-06-17,First Class,CU-1307,Corporate,EMEA,Furniture,Office Desks,Office Desks Model 89,1132.1,8,0.0,252.9
CA-2022-102966,2023-03-23,2023-03-27,Second Class,CU-1101,Home Office,EMEA,Furniture,Sofas,Sofas Model 85,1283.64,2,0.0,514.78
CA-2024-102967,2022-08-15,2022-08-18,Standard Class,CU-1476,Consumer,LATAM,Furniture,Sofas,Sofas Model 34,973.69,1,0.1,301.52
CA-2022-102968,2024-07-22,2024-07-29,Second Class,CU-1251,Consumer,LATAM,Furniture,Bookcases,Bookcases Model 26,1227.38,5,0.0,264.46
CA-2024-102969,2023-10-05,2023-10-07,First Class,CU-1052,Corporate,North America,Electronics,Tablets,Tablets Model 37,1928.69,6,0.2,439.36
CA-2023-102970,2022-12-28,2022-12-31,First Class,CU-1472,Corporate,Europe,Electronics,Monitors,Monitors Model 72,1921.36,4,0.0,745.67
CA-2024-102971,2023-05-11,2023-05-17,Same Day,CU-1212,Home Office,North America,Office Supplies,Art Supplies,Art Supplies Model 46,228.8,5,0.5,-39.85
CA-2022-102972,2023-05-30,2023-06-03,Standard Class,CU-1150,Consumer,North America,Furniture,Chairs,Chairs Model 48,1375.0,8,0.2,280.06
CA-2022-102973,2022-04-06,2022-04-12,Same Day,CU-1298,Consumer,Europe,Furniture,Office Desks,Office Desks Model 50,1342.03,10,0.5,-388.73
CA-2022-102974,2023-11-16,2023-11-17,First Class,CU-1330,Home Office,North America,Electronics,Laptops,Laptops Model 48,869.25,9,0.0,278.89
CA-2022-102975,2022-04-21,2022-04-24,Second Class,CU-1088,Consumer,Europe,Furniture,Bookcases,Bookcases Model 7,146.17,4,0.5,-29.73
CA-2022-102976,2023-12-26,2023-12-31,Same Day,CU-1124,Corporate,EMEA,Electronics,Smartphones,Smartphones Model 1,1398.24,4,0.2,184.35
CA-2023-102977,2023-06-16,2023-06-18,Standard Class,CU-1286,Home Office,EMEA,Electronics,Accessories,Accessories Model 39,709.99,8,0.2,191.84
CA-2023-102978,2024-03-02,2024-03-06,Same Day,CU-1206,Consumer,Asia-Pacific,Electronics,Laptops,Laptops Model 70,618.65,9,0.5,-17.21
CA-2023-102979,2022-07-10,2022-07-16,Same Day,CU-1222,Corporate,LATAM,Furniture,Tables,Tables Model 94,1242.64,5,0.0,305.11
CA-2023-102980,2023-04-20,2023-04-26,Second Class,CU-1392,Home Office,Europe,Furniture,Office Desks,Office Desks Model 56,669.05,8,0.2,43.17
CA-2023-102981,2023-06-15,2023-06-16,Same Day,CU-1227,Corporate,Asia-Pacific,Office Supplies,Art Supplies,Art Supplies Model 22,96.77,9,0.1,19.44
CA-2023-102982,2024-08-12,2024-08-15,Same Day,CU-1417,Home Office,Europe,Office Supplies,Art Supplies,Art Supplies Model 91,103.81,2,0.0,41.62
CA-2023-102983,2023-02-18,2023-02-21,Second Class,CU-1100,Home Office,Asia-Pacific,Electronics,Smartphones,Smartphones Model 81,881.94,10,0.0,216.9
CA-2024-102984,2024-04-04,2024-04-08,First Class,CU-1392,Home Office,LATAM,Furniture,Sofas,Sofas Model 86,1494.4,9,0.0,317.38
CA-2022-102985,2023-11-09,2023-11-11,Second Class,CU-1295,Consumer,Europe,Office Supplies,Binders,Binders Model 35,118.19,8,0.0,52.51
CA-2022-102986,2022-08-20,2022-08-24,Second Class,CU-1117,Corporate,EMEA,Furniture,Chairs,Chairs Model 50,1045.69,2,0.0,361.39
CA-2023-102987,2024-07-30,2024-08-02,First Class,CU-1253,Home Office,Europe,Electronics,Tablets,Tablets Model 43,790.14,7,0.5,-189.65
CA-2023-102988,2023-11-23,2023-11-29,Same Day,CU-1333,Home Office,Asia-Pacific,Furniture,Office Desks,Office Desks Model 50,886.27,1,0.0,207.38
CA-2023-102989,2022-03-10,2022-03-17,Second Class,CU-1469,Corporate,LATAM,Office Supplies,Storage,Storage Model 34,193.55,10,0.0,84.3
CA-2023-102990,2024-07-26,2024-07-28,Second Class,CU-1239,Consumer,Asia-Pacific,Furniture,Chairs,Chairs Model 33,1446.98,6,0.0,340.27
CA-2023-102991,2022-07-01,2022-07-02,Standard Class,CU-1149,Consumer,North America,Office Supplies,Art Supplies,Art Supplies Model 56,135.71,8,0.5,-4.06
CA-2023-102992,2022-05-21,2022-05-22,Second Class,CU-1166,Consumer,EMEA,Electronics,Accessories,Accessories Model 68,825.68,1,0.0,311.57
CA-2024-102993,2022-04-14,2022-04-16,Second Class,CU-1162,Home Office,Asia-Pacific,Electronics,Accessories,Accessories Model 12,1326.63,4,0.0,331.81
CA-2024-102994,2023-07-31,2023-08-05,Same Day,CU-1460,Corporate,LATAM,Office Supplies,Binders,Binders Model 24,256.99,10,0.5,-55.25
CA-2023-102995,2022-05-12,2022-05-14,Second Class,CU-1280,Consumer,North America,Furniture,Chairs,Chairs Model 96,1220.56,10,0.0,340.53
CA-2023-102996,2022-02-14,2022-02-15,First Class,CU-1077,Consumer,EMEA,Electronics,Accessories,Accessories Model 35,829.23,5,0.2,41.82
CA-2023-102997,2023-01-06,2023-01-11,Standard Class,CU-1170,Consumer,LATAM,Electronics,Smartphones,Smartphones Model 45,1309.56,7,0.0,278.62
CA-2023-102998,2022-08-09,2022-08-12,Second Class,CU-1022,Corporate,North America,Office Supplies,Storage,Storage Model 62,220.81,6,0.0,95.78
CA-2023-102999,2022-03-20,2022-03-21,Second Class,CU-1459,Consumer,North America,Furniture,Office Desks,Office Desks Model 76,738.08,6,0.0,186.78
CA-2022-103000,2022-10-17,2022-10-21,Second Class,CU-1494,Consumer,north america,Furniture,Tables,Tables Model 11,,8,0.0,405.52
CA-2022-103001,2022-07-03,2022-07-07,Same Day,CU-1210,Corporate,LATAM,Electronics,Smartphones,Smartphones Model 29,562.24,2,0.1,61.62
CA-2023-103002,2023-06-07,2023-06-08,Same Day,CU-1390,Consumer,Asia-Pacific,Furniture,Bookcases,Bookcases Model 43,573.72,7,0.1,67.67
CA-2022-103003,2023-11-22,2023-11-28,Same Day,CU-1382,Consumer,Europe,Furniture,Bookcases,Bookcases Model 15,110.8,6,0.5,-28.1
CA-2024-103004,2024-08-03,2024-08-07,Same Day,CU-1021,Corporate,EMEA,Electronics,Tablets,Tablets Model 60,1922.48,2,0.0,913.24
CA-2024-103005,2022-04-04,2022-04-11,Same Day,CU-1232,Home Office,EMEA,Electronics,Smartphones,Smartphones Model 31,856.96,4,0.2,50.53
CA-2024-103006,2024-07-30,2024-08-01,Standard Class,CU-1322,Corporate,Asia-Pacific,Office Supplies,Pens,Pens Model 94,176.91,6,0.0,42.24
CA-2023-103007,2022-12-05,2022-12-06,Same Day,CU-1297,Corporate,Europe,Electronics,Laptops,Laptops Model 91,1150.42,1,0.0,481.54
CA-2023-103008,2023-12-01,2023-12-07,First Class,CU-1321,Home Office,Asia-Pacific,Office Supplies,Paper,Paper Model 74,12.24,1,0.0,5.87
CA-2024-103009,2024-07-16,2024-07-17,First Class,CU-1363,Corporate,EMEA,Office Supplies,Paper,Paper Model 100,98.24,1,0.2,22.95
CA-2023-103010,2023-02-05,2023-02-12,First Class,CU-1370,Consumer,Europe,Furniture,Tables,Tables Model 98,433.36,6,0.1,81.21
CA-2023-103011,2023-12-18,2023-12-22,Standard Class,CU-1001,Home Office,EMEA,Furniture,Chairs,Chairs Model 52,1179.5,5,0.0,430.22
CA-2023-103012,2022-02-03,2022-02-09,Second Class,CU-1049,Corporate,North America,Office Supplies,Pens,Pens Model 57,23.14,3,0.0,6.68
CA-2024-103013,2022-06-23,2022-06-28,Second Class,CU-1441,Consumer,EMEA,Office Supplies,Storage,Storage Model 12,137.48,9,0.0,53.04
CA-2022-103014,2023-04-10,2023-04-14,Same Day,CU-1191,Consumer,Asia-Pacific,Office Supplies,Paper,Paper Model 64,285.79,4,0.5,-66.38
CA-2022-103015,2022-02-01,2022-02-08,Standard Class,CU-1029,Home Office,Asia-Pacific,Office Supplies,Pens,Pens Model 76,29.77,7,0.2,2.06
CA-2022-103016,2022-09-11,2022-09-17,Standard Class,CU-1249,Home Office,Europe,Furniture,Bookcases,Bookcases Model 83,799.39,9,0.2,68.73
CA-2023-103017,2024-01-11,2024-01-14,Standard Class,CU-1197,Corporate,Asia-Pacific,Furniture,Tables,Tables Model 95,567.67,4,0.0,204.29
CA-2024-103018,2023-05-25,2023-06-01,Same Day,CU-1442,Corporate,North America,Office Supplies,Pens,Pens Model 51,58.08,1,0.1,13.86
CA-2024-103019,2022-11-25,2022-12-01,Second Class,CU-1230,Consumer,EMEA,Office Supplies,Binders,Binders Model 53,12.69,3,0.5,-2.5
CA-2024-103020,2024-04-18,2024-04-19,Standard Class,CU-1287,Corporate,EMEA,Electronics,Laptops,Laptops Model 4,1981.75,4,0.1,294.23
CA-2024-103021,2023-10-27,2023-10-28,First Class,CU-1432,Home Office,North America,Office Supplies,Paper,Paper Model 84,142.87,1,0.0,28.8
CA-2023-103022,2023-12-08,2023-12-10,Standard Class,CU-1176,Home Office,EMEA,Furniture,Sofas,Sofas Model 63,1291.59,1,0.0,538.26
